Session_Duration,Page_Views,Purchase_Amount,Bounce_Rate
17.25,9.0,173.57,95.87
42.7,11.0,150.05,78.94
2.93,4.0,353.13,53.54
1.98,1.0,434.39,43.75
44.48,2.0,406.38,30.67
46.63,8.0,365.78,12.6
2.17,18.0,436.13,7.6
17.37,6.0,368.22,99.09
40.36,11.0,236.77,35.65
38.1,1.0,105.98,42.17
46.14,12.0,356.31,78.07
40.38,11.0,11.48,20.08
7.46,13.0,311.53,10.32
9.72,11.0,332.29,15.05
57.34,,352.91,34.71
43.27,,458.89,42.28
13.99,11.0,436.42,41.47
6.01,6.0,405.91,48.44
27.94,1.0,304.35,94.83
4.38,3.0,209.97,45.0
6.59,9.0,283.93,9.04
58.35,,364.69,66.14
5.74,15.0,111.78,48.99
6.58,6.0,258.52,24.56
42.2,11.0,247.0,49.31
22.25,7.0,351.25,99.69
19.68,3.0,92.15,10.86
57.31,8.0,205.25,47.32
12.77,9.0,211.5,41.74
38.24,10.0,337.91,79.43
58.95,8.0,389.29,13.79
8.37,9.0,15.82,40.94
2.2,19.0,162.33,71.44
16.01,13.0,459.08,27.59
57.0,9.0,122.77,12.68
2.89,10.0,112.83,51.75
58.81,8.0,351.2,25.22
32.65,19.0,268.09,2.66
40.31,11.0,415.71,96.52
13.88,3.0,427.7,60.92
55.28,19.0,60.93,38.78
59.9,4.0,252.41,9.49
10.32,3.0,433.74,42.73
37.56,7.0,41.59,31.53
18.4,,54.36,64.98
5.03,11.0,355.52,48.27
20.82,11.0,339.97,25.12
18.01,7.0,340.87,80.15
59.08,7.0,261.48,62.37
25.08,15.0,99.18,76.97
25.54,13.0,272.05,48.15
20.34,9.0,209.33,45.65
54.89,8.0,283.01,14.83
31.37,,165.46,93.05
30.7,7.0,193.07,8.57
58.48,18.0,425.99,1.87
4.45,2.0,102.68,31.18
18.01,14.0,324.54,64.17
7.54,3.0,331.05,64.93
8.11,10.0,499.63,97.15
47.78,17.0,387.74,54.28
33.31,13.0,212.97,29.85
5.66,15.0,238.19,31.25
9.11,10.0,299.43,75.11
57.86,5.0,88.23,69.54
3.82,16.0,244.08,35.06
35.55,2.0,98.42,79.97
15.63,18.0,16.61,97.63
28.94,10.0,193.49,62.12
29.77,16.0,198.95,10.92
38.69,5.0,363.02,10.0
35.04,17.0,282.24,97.99
59.62,19.0,467.92,33.77
8.26,12.0,204.3,25.39
52.14,6.0,276.39,99.69
11.65,16.0,217.61,77.07
42.05,11.0,373.75,11.73
12.34,2.0,483.18,89.15
42.12,1.0,331.21,49.84
15.27,19.0,480.94,22.31
10.9,4.0,468.04,70.94
27.73,18.0,125.37,46.42
33.15,4.0,160.53,66.77
6.15,10.0,85.75,43.26
5.8,11.0,315.5,86.59
50.88,15.0,391.72,79.18
15.7,6.0,36.12,97.05
40.95,4.0,292.21,51.03
50.33,7.0,404.75,40.43
34.64,7.0,167.48,94.89
28.69,1.0,4.96,90.94
51.59,2.0,441.66,93.31
34.58,14.0,220.94,49.6
30.28,15.0,396.56,8.49
31.03,15.0,36.5,80.03
46.55,9.0,416.78,9.01
40.27,12.0,289.7,5.49
56.15,10.0,466.14,38.09
2.86,18.0,77.16,10.7
28.02,10.0,202.83,53.58
52.92,6.0,411.58,28.06
36.8,11.0,255.33,12.72
52.94,2.0,456.88,52.07
6.27,5.0,353.7,33.95
17.7,11.0,8.52,65.15
49.91,16.0,88.34,85.44
47.53,3.0,245.9,35.2
35.52,10.0,412.72,96.76
23.89,19.0,249.06,55.14
32.8,1.0,351.01,53.55
38.31,1.0,426.93,12.5
14.69,17.0,215.05,13.27
44.16,2.0,385.32,74.1
16.17,7.0,145.55,0.58
58.54,3.0,88.14,1.55
41.57,13.0,214.7,22.39
21.87,3.0,496.6,82.13
29.19,6.0,299.14,81.83
3.25,13.0,221.54,25.34
27.21,3.0,93.45,41.77
33.04,14.0,215.56,34.78
43.29,2.0,164.42,86.72
44.52,,204.58,36.81
32.84,6.0,31.43,62.57
27.19,7.0,465.91,43.95
43.28,,442.09,68.33
50.14,12.0,9.22,8.52
47.11,12.0,492.24,15.05
55.61,16.0,220.66,83.93
4.3,13.0,154.6,59.18
6.69,4.0,74.82,10.04
54.31,2.0,460.62,90.2
47.33,,4.84,48.36
2.58,10.0,304.7,63.17
19.83,18.0,478.72,12.85
23.58,16.0,466.72,83.84
23.67,4.0,178.27,75.43
17.16,16.0,236.26,17.09
56.33,9.0,301.64,45.79
42.9,3.0,281.49,44.03
38.77,6.0,406.09,62.7
45.94,4.0,458.95,79.99
45.58,10.0,470.8,33.36
22.81,17.0,194.67,14.91
15.68,,148.85,76.24
31.81,13.0,467.62,73.13
43.57,,319.87,91.64
27.05,19.0,32.52,37.0
56.61,11.0,208.91,86.17
41.98,3.0,439.23,53.88
30.71,,100.81,42.51
3.83,4.0,362.57,26.12
34.65,7.0,53.32,23.63
49.35,12.0,54.1,44.61
28.59,11.0,86.85,9.28
46.81,8.0,420.35,62.54
40.51,,19.69,57.06
25.28,11.0,120.72,51.84
49.15,4.0,466.37,52.22
35.63,4.0,415.74,16.88
39.03,8.0,119.74,87.06
44.54,14.0,110.53,91.31
49.01,19.0,247.67,36.04
47.19,,46.75,29.17
8.15,2.0,10.08,3.33
16.92,14.0,308.0,46.37
14.16,7.0,448.59,5.56
11.82,2.0,257.02,83.73
16.4,,58.06,54.86
33.94,,85.27,48.03
33.46,17.0,10.46,14.51
24.48,7.0,341.23,79.83
54.57,17.0,433.31,14.25
4.63,2.0,438.0,93.37
8.22,,451.58,3.52
32.85,18.0,192.84,67.93
41.86,5.0,293.4,30.07
14.8,2.0,237.37,36.06
30.23,8.0,258.87,56.15
44.84,,136.24,60.45
46.57,16.0,374.61,73.54
35.92,8.0,259.99,6.96
24.06,10.0,92.92,61.4
23.02,,318.02,20.5
58.11,12.0,230.4,17.71
13.73,,46.34,17.74
10.95,15.0,484.88,42.52
17.32,1.0,467.71,64.31
45.4,,182.53,38.95
55.88,13.0,410.16,8.03
8.93,12.0,161.65,65.75
21.48,,119.17,47.68
45.89,14.0,34.83,49.9
40.68,18.0,29.86,83.98
34.26,15.0,92.62,61.62
52.17,1.0,1.25,14.37
12.09,6.0,194.99,52.71
5.99,6.0,364.47,72.48
51.5,6.0,491.04,28.17
43.66,5.0,186.75,42.76
43.48,15.0,335.37,55.46
31.95,10.0,438.82,74.01
50.16,18.0,423.33,99.18
16.26,,434.72,44.16
8.58,3.0,183.59,65.75
42.35,,29.65,36.84
13.29,17.0,434.49,34.58
39.83,5.0,292.76,79.93
9.71,7.0,108.06,53.47
51.37,,419.14,70.34
5.3,7.0,387.92,88.83
32.83,9.0,491.31,96.75
42.72,5.0,190.27,95.68
47.98,13.0,396.86,34.46
38.92,16.0,197.29,87.97
30.18,17.0,113.17,37.27
13.96,19.0,263.67,10.02
50.85,10.0,229.84,21.64
45.15,12.0,411.13,50.16
11.07,18.0,488.53,97.03
57.61,17.0,389.98,66.73
7.96,5.0,310.02,60.51
41.51,15.0,410.37,68.03
48.63,2.0,243.13,2.03
46.34,,69.14,24.55
23.63,18.0,47.59,46.85
44.39,3.0,428.45,22.74
28.29,3.0,490.89,40.0
37.34,8.0,101.44,39.4
14.88,16.0,16.93,60.89
39.12,6.0,144.58,43.24
16.93,3.0,149.06,96.37
9.67,5.0,46.99,31.11
22.85,5.0,339.99,81.37
41.62,2.0,97.66,31.83
5.5,5.0,80.57,52.36
32.94,9.0,4.93,10.67
49.83,1.0,361.32,59.05
48.35,10.0,190.48,31.58
51.26,2.0,279.88,19.19
6.4,12.0,379.2,1.09
15.09,7.0,295.5,4.23
53.19,16.0,436.4,77.95
54.81,,277.58,27.58
17.56,6.0,17.09,45.49
32.22,14.0,205.09,99.95
3.89,2.0,312.89,83.91
57.64,,8.22,96.44
8.1,,410.75,77.95
42.68,6.0,6.72,60.14
20.86,5.0,478.48,5.75
18.49,10.0,38.99,61.2
28.44,10.0,233.61,73.63
17.13,13.0,195.78,80.93
5.21,13.0,499.28,62.1
46.21,6.0,142.6,5.31
54.77,6.0,408.62,82.9
42.91,2.0,147.28,25.36
40.7,13.0,126.86,10.52
19.17,5.0,219.3,66.64
43.29,,440.62,40.29
49.11,10.0,310.74,60.73
19.29,3.0,26.41,82.47
12.26,19.0,160.19,87.77
35.41,18.0,387.44,22.08
2.89,14.0,268.69,5.71
55.49,9.0,338.29,43.24
29.15,18.0,126.39,38.0
11.14,3.0,126.89,41.73
51.85,8.0,121.22,50.79
30.65,12.0,161.25,75.58
20.8,,301.76,48.43
2.73,6.0,4.92,42.89
40.1,,217.34,16.24
25.28,10.0,47.33,94.25
45.88,10.0,5.66,99.16
28.22,5.0,482.66,33.49
24.24,19.0,9.67,97.29
44.89,1.0,481.07,42.2
7.47,17.0,128.81,96.72
56.71,,380.91,43.28
24.76,18.0,447.32,41.06
13.22,12.0,72.6,73.37
43.72,10.0,29.56,95.56
36.99,11.0,297.26,96.89
27.22,12.0,292.72,1.6
4.22,,152.6,13.5
36.69,3.0,139.38,43.04
33.7,14.0,228.99,0.8
53.34,11.0,271.89,88.1
23.76,18.0,333.84,10.1
35.42,16.0,185.44,9.38
29.92,16.0,473.63,11.12
47.05,,89.16,88.09
10.93,14.0,282.2,58.5
44.74,13.0,162.97,12.64
41.26,19.0,88.1,38.34
35.46,2.0,467.72,45.37
22.03,14.0,201.36,36.23
39.39,11.0,153.91,53.3
30.35,,381.43,59.88
53.93,16.0,103.94,69.6
8.61,3.0,279.11,41.43
53.36,1.0,100.46,89.12
6.22,17.0,88.76,84.31
4.25,1.0,302.06,55.79
36.1,10.0,441.05,26.89
25.93,,335.43,30.49
55.84,,293.27,41.09
1.25,5.0,199.23,48.24
37.83,17.0,211.42,92.18
31.68,1.0,145.16,66.16
42.04,15.0,416.7,32.84
49.25,15.0,21.89,7.58
4.28,13.0,18.52,15.05
51.53,12.0,297.76,89.02
49.29,16.0,12.3,27.25
42.46,17.0,309.5,8.08
4.44,2.0,105.66,25.5
36.72,16.0,255.58,67.53
39.3,1.0,94.96,93.03
49.79,10.0,129.62,57.69
17.01,5.0,462.08,9.42
56.74,14.0,252.27,40.58
55.78,10.0,93.84,67.37
24.19,17.0,40.26,31.99
22.83,9.0,84.75,62.08
49.09,19.0,26.1,92.07
16.41,8.0,287.9,92.56
4.01,14.0,10.85,15.21
15.34,5.0,121.49,85.29
49.19,7.0,310.87,18.35
53.46,11.0,374.86,27.51
38.07,15.0,82.6,68.74
16.58,9.0,175.19,17.54
19.02,5.0,440.44,84.61
7.67,8.0,257.23,17.16
9.9,10.0,96.93,22.58
31.15,11.0,202.78,44.1
49.52,3.0,155.24,57.76
26.49,17.0,143.67,54.77
23.78,10.0,487.41,13.73
23.63,1.0,122.32,0.01
7.42,3.0,362.53,89.34
34.2,17.0,27.3,82.5
52.17,10.0,65.3,73.26
23.6,,368.13,16.79
51.23,9.0,180.28,57.94
30.68,3.0,449.6,55.23
17.98,1.0,19.12,27.18
29.68,16.0,113.09,73.56
52.71,6.0,182.26,35.14
11.42,4.0,81.64,19.64
19.47,1.0,148.72,74.66
46.24,13.0,73.16,36.24
8.09,8.0,229.94,39.62
57.91,,89.91,7.88
40.85,7.0,170.43,44.81
7.88,6.0,296.93,23.79
54.55,11.0,273.89,12.07
37.47,18.0,351.65,50.68
55.49,12.0,479.54,96.72
51.62,4.0,312.17,75.15
57.65,3.0,176.86,86.75
43.71,5.0,105.27,7.77
9.7,,45.56,93.74
33.27,18.0,424.83,84.78
10.97,15.0,67.19,91.1
5.01,3.0,407.11,26.73
3.57,8.0,145.78,8.33
26.41,13.0,121.8,40.26
33.2,19.0,13.63,90.7
27.61,2.0,107.97,83.94
59.88,6.0,458.73,58.1
51.8,13.0,42.22,55.22
17.73,4.0,0.83,48.43
9.02,5.0,272.92,95.93
53.67,5.0,115.85,88.79
17.69,4.0,233.33,0.11
13.07,13.0,320.04,85.37
11.74,11.0,335.2,39.15
7.03,8.0,67.6,66.77
2.77,2.0,354.88,69.85
25.4,,232.68,40.86
53.26,,366.22,73.46
58.4,3.0,32.71,95.78
58.37,6.0,47.05,23.48
11.4,19.0,227.01,16.68
3.39,9.0,132.29,73.85
9.61,6.0,22.31,20.67
48.03,1.0,205.77,8.03
11.81,8.0,274.42,46.46
12.2,16.0,466.77,86.48
30.3,5.0,366.43,74.28
49.73,,353.4,15.49
10.87,2.0,486.85,18.32
19.56,13.0,227.45,45.94
39.9,5.0,421.05,77.41
9.79,3.0,193.62,14.28
39.42,2.0,189.54,28.5
44.69,14.0,0.63,86.58
54.08,6.0,305.61,6.2
44.92,12.0,227.25,56.0
20.88,1.0,220.89,26.66
32.82,15.0,430.31,15.21
41.78,11.0,347.57,41.98
16.57,13.0,92.04,43.96
20.02,11.0,223.2,25.78
54.26,17.0,267.33,24.27
37.83,6.0,368.12,0.81
48.27,17.0,438.38,65.55
3.31,8.0,346.73,56.46
52.38,12.0,36.54,30.06
24.43,17.0,214.04,12.4
34.04,18.0,476.97,51.42
3.35,14.0,446.56,46.0
58.45,8.0,97.79,49.06
54.06,11.0,251.96,60.12
43.09,16.0,302.71,54.14
45.65,11.0,277.1,71.62
25.61,12.0,102.58,42.38
2.73,16.0,142.27,21.0
29.83,10.0,291.77,83.79
26.01,4.0,343.35,73.41
24.39,13.0,112.03,99.04
2.58,,438.39,79.09
11.36,,225.35,6.6
41.36,2.0,432.49,75.08
48.14,18.0,197.35,38.74
31.14,15.0,333.4,78.3
32.03,12.0,398.2,60.22
12.84,4.0,59.9,83.71
3.43,6.0,404.61,52.73
54.4,16.0,379.51,42.7
40.08,15.0,194.02,93.99
37.26,12.0,195.79,71.82
7.06,6.0,379.23,13.99
56.22,17.0,155.01,3.07
51.66,16.0,102.2,46.87
1.2,6.0,45.14,80.66
34.38,10.0,320.69,15.4
57.02,11.0,21.59,21.29
51.54,7.0,168.93,55.08
55.28,5.0,379.39,55.67
29.44,12.0,153.73,54.77
36.22,6.0,202.65,51.42
55.8,18.0,4.57,6.29
46.78,1.0,410.91,95.39
25.32,13.0,48.95,34.12
20.62,6.0,342.36,99.61
17.07,2.0,433.93,85.25
18.34,,80.71,74.81
17.63,1.0,214.66,62.0
39.02,,34.29,34.24
33.97,4.0,430.9,78.41
10.91,8.0,243.74,36.43
2.12,10.0,95.71,63.26
14.47,11.0,171.79,69.9
9.61,9.0,101.49,2.47
13.55,16.0,220.69,76.29
32.61,13.0,437.9,8.84
56.16,14.0,268.8,49.02
45.34,6.0,107.79,8.76
45.93,,100.04,20.61
26.22,9.0,464.83,74.83
53.07,12.0,410.36,31.57
44.85,6.0,82.15,44.01
51.21,1.0,122.92,37.96
35.19,9.0,368.36,64.55
1.23,12.0,52.08,65.54
46.75,15.0,101.62,64.84
18.53,3.0,30.06,43.96
24.79,11.0,434.02,48.02
2.11,4.0,468.33,0.65
57.51,1.0,417.82,96.89
23.11,4.0,83.15,66.69
23.13,14.0,192.74,80.79
9.87,7.0,295.85,0.17
25.78,2.0,28.69,79.68
47.63,17.0,301.4,4.87
47.88,15.0,333.7,34.99
49.81,9.0,299.32,34.78
45.12,7.0,48.84,32.39
11.51,9.0,237.68,45.84
13.28,13.0,21.38,13.91
18.68,8.0,268.27,6.86
43.87,11.0,316.31,31.98
46.79,17.0,434.69,37.7
37.66,4.0,271.09,13.75
20.74,,431.49,37.65
34.23,12.0,193.41,70.22
38.23,5.0,3.58,20.25
6.17,17.0,361.22,3.81
23.7,5.0,127.36,23.48
47.87,,158.91,35.43
45.69,16.0,479.59,71.44
10.71,11.0,149.8,51.97
29.44,15.0,474.3,17.87
27.24,2.0,285.38,13.24
57.33,15.0,116.49,51.41
26.38,12.0,354.11,41.73
34.43,5.0,423.94,56.55
34.36,9.0,216.94,69.47
48.98,5.0,77.19,70.51
59.73,4.0,246.5,34.42
4.89,4.0,84.63,47.2
47.62,13.0,98.37,39.32
19.45,11.0,69.69,75.41
45.81,5.0,207.0,15.86
15.98,8.0,281.06,90.23
8.9,,333.98,70.77
28.85,7.0,440.73,98.34
16.65,8.0,244.87,6.66
20.41,16.0,458.8,47.55
5.68,7.0,18.34,51.59
19.8,18.0,151.42,49.02
41.13,15.0,413.3,75.2
5.0,12.0,226.61,61.08
6.56,4.0,346.49,94.76
6.17,1.0,388.71,98.71
35.92,7.0,425.43,48.27
39.28,11.0,244.44,71.34
12.63,,473.04,53.26
22.52,5.0,55.84,27.95
3.55,,251.45,54.55
46.32,2.0,14.36,24.46
17.91,15.0,455.02,63.5
8.41,,84.58,16.32
8.83,18.0,100.88,93.31
47.55,1.0,36.98,6.01
13.96,13.0,475.83,85.72
4.7,17.0,258.19,91.55
50.16,7.0,293.37,67.82
22.5,12.0,30.95,52.45
59.07,11.0,267.69,49.36
21.31,18.0,320.4,58.96
5.63,7.0,490.71,40.07
21.14,9.0,278.51,43.05
43.51,11.0,331.54,35.44
12.0,,409.75,37.3
43.12,17.0,165.66,72.47
17.37,,200.98,54.77
56.64,14.0,7.5,27.31
42.51,,55.33,65.42
12.16,14.0,69.7,70.7
27.02,10.0,337.93,52.25
45.42,10.0,204.11,49.22
41.45,10.0,136.01,30.82
11.69,12.0,87.32,38.9
59.71,4.0,302.77,45.39
36.92,11.0,61.09,40.45
32.4,9.0,371.47,99.46
42.54,10.0,200.64,60.25
14.63,4.0,129.18,82.21
23.66,17.0,58.7,34.18
24.08,5.0,311.01,94.32
10.32,13.0,307.99,84.85
58.51,16.0,398.83,70.24
30.98,7.0,187.83,89.86
56.66,8.0,200.3,2.09
20.26,,427.12,55.44
34.37,11.0,208.16,42.21
39.72,4.0,160.05,95.54
57.67,,59.11,86.83
23.02,3.0,446.91,58.39
8.66,8.0,260.04,69.98
12.59,14.0,72.41,14.8
12.26,14.0,214.34,21.59
37.34,2.0,162.68,60.74
59.57,5.0,52.55,99.22
17.35,19.0,261.47,33.26
30.35,17.0,333.94,95.98
40.91,7.0,334.25,63.03
1.71,12.0,375.87,39.61
57.68,10.0,422.45,35.97
36.02,7.0,12.6,98.82
21.0,8.0,395.46,40.76
28.67,1.0,175.0,95.31
4.65,10.0,352.39,27.9
55.22,,90.85,81.2
40.89,,122.89,53.74
2.18,12.0,143.59,12.85
35.06,15.0,431.7,51.48
45.01,,152.21,14.29
39.27,17.0,282.54,90.73
40.47,2.0,144.92,69.97
32.25,13.0,299.69,1.96
18.94,15.0,235.68,98.37
43.7,1.0,153.6,16.31
31.12,1.0,141.57,95.78
16.15,1.0,157.29,19.83
47.95,16.0,381.74,18.11
58.82,17.0,381.8,74.16
16.93,4.0,87.72,93.18
27.63,15.0,413.85,36.35
25.46,4.0,440.8,94.54
12.43,17.0,273.04,59.59
36.14,3.0,159.92,88.2
10.66,18.0,458.94,52.93
31.42,3.0,297.05,81.18
17.17,,495.99,52.31
55.47,11.0,261.7,54.0
5.87,,397.42,62.07
19.18,4.0,363.09,43.49
36.59,17.0,102.2,95.89
39.58,4.0,465.45,77.44
17.91,11.0,147.24,97.14
4.31,18.0,337.64,14.78
16.15,7.0,131.81,23.72
19.94,16.0,40.96,25.25
36.13,6.0,445.21,91.18
50.48,6.0,149.22,32.62
54.79,10.0,54.17,1.02
29.49,,445.89,4.43
20.43,12.0,100.37,14.1
27.08,14.0,23.68,11.52
33.46,11.0,0.43,57.89
3.49,9.0,38.94,22.13
49.24,8.0,52.15,3.06
25.61,8.0,94.89,72.71
6.95,17.0,22.84,38.28
53.91,2.0,54.6,54.61
15.98,18.0,72.31,31.24
38.31,1.0,250.37,47.5
36.2,3.0,194.3,92.37
25.45,11.0,494.22,27.99
6.42,,190.0,55.05
54.2,10.0,450.14,45.06
46.1,14.0,320.69,5.41
28.13,17.0,319.31,39.9
59.57,6.0,80.97,17.51
22.15,10.0,299.43,20.05
19.77,15.0,163.85,73.45
58.5,11.0,254.21,37.7
3.91,,239.48,28.0
53.97,16.0,460.93,69.64
49.69,18.0,131.53,22.39
6.06,9.0,168.8,78.99
14.53,4.0,99.79,16.38
50.9,,266.71,9.77
37.73,,106.26,96.58
55.38,4.0,412.51,18.37
34.43,10.0,395.29,34.57
39.45,11.0,279.15,95.77
46.9,,283.14,97.7
31.17,,433.2,79.16
42.57,2.0,41.38,31.56
10.79,19.0,346.15,34.47
42.13,14.0,424.59,95.9
20.79,4.0,297.72,74.76
55.3,18.0,82.66,78.68
51.12,10.0,3.8,52.99
37.14,19.0,60.01,72.25
3.52,8.0,25.3,52.39
3.28,19.0,46.86,45.17
48.31,5.0,121.71,77.72
19.85,5.0,245.7,83.61
42.19,13.0,299.49,61.76
25.51,18.0,153.46,27.11
53.16,1.0,174.97,40.38
48.86,15.0,148.62,69.08
26.36,17.0,233.39,18.48
22.56,7.0,37.08,42.15
34.8,12.0,10.86,7.84
40.27,,330.98,35.86
18.13,12.0,448.65,83.94
39.68,9.0,275.88,88.11
